Word,Count,Translation
montana,3090,Μοντάνα
giovanni,3090,Giovanni
jerks,3089,τραβώ
numb,3088,μουδιασμένος
oceans,3087,ωκεανός
priceless,3087,ανεκτιμητης ΑΞΙΑΣ
rocking,3087,κουνιστής
commanding,3087,διοικών
relaxing,3087,χαλαρωτικός
clatters,3086,θραύση
merci,3086,λυχνία
gerard,3086,γραία
packs,3086,πακέτα
parlor,3085,σαλόνι
cabbage,3085,λάχανο
jos?σ,3084,jos?σ
intruder,3084,παρείσακτος
considerable,3083,σημαντικός
argued,3083,υποστηριζόμενος
paladin,3082,ιππότης
tellin,3082,προειδοποιώ
pupils,3081,μαθητές
inspire,3080,εμπνέω
positively,3080,θετικώς
igor,3079,ενωμένος
traded,3079,διαπραγματεύσιμος
shipped,3078,αποστέλλονται
feminine,3078,θηλυκός
vague,3077,ασαφής
partly,3077,εν μέρει
6th,3076,6ος
insight,3076,διορατικότητα
lucia,3075,Λουκία
stages,3075,στάδια
um-,3074,εμ-
screenplay,3074,σενάριο
marquis,3073,μαρκήσιος
rahul,3072,Ραχούλ
ripe,3072,ώριμος
awaiting,3070,αναμονή
pigeons,3068,περιστέρια
clayton,3068,κυλίνδρος
tempted,3068,πειρασμένος
inherit,3068,κληρονομώ
decline,3068,πτώση
pennsylvania,3068,Πενσυλβανία
fang,3068,δόντι ζώου
shitting,3067,κτύπημα
tens,3067,δεκάδες
gigantic,3066,πελώριος
guv,3066,γκουβ
readings,3066,αναγνώσεις
headmaster,3064,γυμνασιάρχης
tenth,3064,δέκατος
seals,3063,σφραγίδες
peyton,3063,Peyton
avoided,3061,απογοητευμένος
blankets,3060,κουβέρτες
overlapping,3060,επικαλυπτόμενος
flipped,3060,στρίψιμο
yield,3059,απόδοση παραγωγής
ads,3059,διαφημίσεις
backstage,3059,παρασκήνια
quiz,3058,κουίζ
mosque,3056,τζαμί
weaver,3055,υφαντής
puppies,3055,κουτάβια
stated,3054,δηλωθείς
vicki,3053,βίκι
weirdo,3053,φρικιό
belongings,3053,υπάρχοντα
functions,3052,λειτουργίες
reservations,3052,κρατήσεις
chilly,3051,ψυχρός
betsy,3050,θεατρικός
eldest,3050,πρωτότοκος
traditions,3049,παραδόσεις
factories,3049,εργοστάσια
feedback,3049,ανατροφοδότηση
repeatedly,3049,επανειλημμένα
exquisite,3048,πανέμορφος
pickle,3048,πίκλα
masses,3047,μάζες
pauline,3047,Παυλίνα
frogs,3045,βατράχων
crosses,3045,σταυροειδής
headaches,3044,πονοκεφάλους
arctic,3044,αρκτικός
reinforcements,3043,ενισχύσεις
secondary,3042,δευτερεύων
pajamas,3042,πιζάμες
roles,3041,ρόλοι
asteroid,3041,αστεροειδής
unsub,3040,διαμορφώνω
mixing,3040,μίξη
courier,3039,μεταφορέας
jeanne,3038,ζανέδρας
carrots,3038,καρότα
fuckers,3037,γαμπρός
translated,3037,μεταφρασμένος
longing,3035,λαχτάρα
cigars,3035,πούρα
manipulate,3035,χειραγωγώ
liberal,3034,φιλελεύθερος
investors,3034,επενδυτές
bun,3034,κουλουράκι
sly,3034,πονηρός
pickles,3034,τουρσί
temperatures,3033,θερμοκρασίες
sweetest,3033,πιο γλυκός
motto,3032,ρητό
moss,3032,βρύο
yum,3032,τζούμι
melting,3029,τήξη
yan,3028,χερσαίος
requesting,3028,ζητώντας
lava,3027,λάβα
you.,3027,εσείς.
kris,3026,κούνια
monthly,3026,Μηνιαίο
noses,3026,μύτες
tickle,3025,γαργαλάω
ufo,3023,ufo
timothy,3022,είδος χόρτου
stacey,3021,σταυρός
j.r.,3021,J.R.
midst,3021,μέσο
herbert,3021,Χέρμπερτ
purchased,3020,αγορασμένος
tis,3018,tis
convenience,3016,ευκολία
flashlight,3016,φακός
dewey,3015,δροσιάς
tripped,3015,σκοντάφτη
easiest,3014,πιο εύκαμπτος
shouted,3014,φώναξ
splitting,3014,δυνατός
bryce,3014,πασχαλιά
commands,3013,εντολές
demanded,3013,ζητούμενος
cuff,3012,σφαλιάρα
cosmos,3012,σύμπαν
curfew,3011,απαγόρευση της κυκλοφορίας
instructed,3011,οδηγός
notorious,3011,διαβόητος
prague,3011,Πράγα
q,3011,q
streak,3011,ράβδωση
equivalent,3011,ισοδύναμος
pitiful,3011,οικτρός
fin,3010,πτερύγιο
greeting,3009,χαιρετισμός
propaganda,3009,προπαγάνδα
doorstep,3009,κατώφλι
hilda,3008,Χίλντα
butterflies,3008,πεταλούδες
fascinated,3008,γοητευμένος
jude,3007,σούπα
beatrice,3007,Beatrice
miriam,3006,Miriam
dumping,3006,πέταμα
karan,3005,καρανό
condo,3005,διαμέρισμα
fearless,3004,ατρόμητος
cripple,3003,σακατεύω
errand,3003,θέλημα
'in,3002,'σε
halls,3002,αίθουσες
imitates,3001,μιμείται
harley,3001,είδος
ravi,3001,ραβδί
gretchen,3000,γροθιά
sailed,3000,πλωτός
nico,2999,Νίκο
baking,2999,ψήσιμο
connecting,2999,συνδετικός
bourbon,2998,bourbon
cathedral,2998,καθεδρικός ναός
malone,2997,κακοδέφαλος
bong,2996,χασομερώ
tying,2996,δέσιμο
lists,2996,κονίστρα
strangle,2996,πνίγω
stripped,2995,γυμνός
loans,2995,δάνεια
manchester,2995,Μάντσεστερ
briefly,2994,εν ολίγοις
tessa,2994,τέσμα
unfinished,2993,ημιτελής
experimental,2993,πειραματικός
greeks,2992,Έλληνες
lil,2991,λίλιο
mainland,2990,ηπειρωτική χώρα
w-what,2990,W-τι
judgement,2987,κρίση
stammers,2987,τσουγκράνα
pike,2986,λούτσος
liars,2985,ψεύτες
slot,2985,θυρίδα
17th,2985,17ος
amazon,2984,αμαζόνα
flooded,2983,πλημμυρισμένος
torment,2983,βασανιστήριο
mermaid,2983,γοργόνα
rapist,2983,βιαστής
sanders,2982,άμμο
triggered,2982,ενεργοποιημένος
expects,2982,αναμένει
lisbon,2982,Λισαβόνα
reader,2981,αναγνώστης
keyboard,2981,πληκτρολόγιο
roam,2980,περιπλανώμαι
seventeen,2980,δεκαεπτά
openly,2979,φανερά
deacon,2978,διάκονος
olga,2978,Όλγα
jackpot,2977,σύνολο στοιχημάτων
soaked,2976,εμποτισμένος
printing,2975,εκτύπωση
yuck,2975,μπλιαχ
shorty,2975,βραχύνων
extract,2973,εκχύλισμα
nk????,2973,nk????
you-you,2972,εσύ
prostitutes,2971,πόρνες
cherish,2971,διατηρώ
logs,2970,κούτσουρα
takin,2969,παίρνω
sponge,2968,σφουγγάρι
bates,2967,Μπέιτς
cuffs,2965,μανσέτες
virginity,2965,παρθενιά
torturing,2965,βασανίζοντας
unity,2963,ενότητα
coop,2963,κοτέτσι
forge,2962,σιδηρουργείο
morse,2962,μορς
guru,2960,γκουρού
tai,2960,τσιγγούνης
skilled,2958,έμπειρος
dev,2957,δούλος
insists,2957,επιμένει
calf,2956,μοσχάρι
oof,2956,"ω,"
allowance,2955,επίδομα
homosexual,2955,ομοφυλόφιλος
vijay,2954,φουσκωτό
shapes,2954,σχήματα
rosemary,2953,δενδρολίβανο
idle,2953,αδρανής
slaughtered,2953,σφαγμένος
resent,2952,μνησικακώ
cassandra,2950,Κασσάνδρα
leaking,2950,διαρροή
likewise,2950,επίσης
riddle,2949,αίνιγμα
ghetto,2949,γκέττο
sunglasses,2949,γυαλιά ηλίου
vega,2948,Vega
newest,2946,νεότερος
valve,2945,βαλβίδα
geek,2945,κομπιουτεράκιας
fucks,2945,σκατά
gangsters,2945,γκάνγκστερ
pies,2944,πίτες
publisher,2943,εκδότης
troubling,2943,ανησυχητικός
trembling,2942,τρόμος
marathon,2942,μαραθώνας
douche,2942,ντους
conducting,2942,διεξαγωγή
sundays,2941,Κυριακές
shrieks,2941,κραυγές
fiancee,2937,αρραβωνιαστικιά
frankenstein,2937,Φρανκενστάιν
summers,2936,καλοκαίρι
wei,2936,Wei
liang,2936,λιανίζω
burglar,2935,διαρρήκτης
spiders,2933,αράχνες
norway,2933,Νορβηγία
crops,2932,σπάρτα
infant,2932,βρέφος
falcon,2932,γεράκι
pursuing,2929,επιδίωξη
humiliate,2929,εξευτελίζω
hydrogen,2928,υδρογόνο
karaoke,2928,καραόκε
encountered,2928,συναντήθηκε
alberto,2927,Alberto
corey,2927,πυρήνα
scope,2927,πεδίο εφαρμογής
cultures,2926,πολιτισμοί
speakers,2925,Ηχεία
superstar,2925,σούπερ σταρ
orgasm,2924,οργασμός
byron,2924,Βύρων
gravy,2924,σάλτσα
calculations,2924,υπολογισμοί
vocal,2924,φωνητικός
severely,2923,σοβαρά
hating,2923,μίσος
novels,2922,μυθιστορήματα
mindy,2918,πενιχρός
boiled,2917,βρασμένος
metaphor,2917,μεταφορική έννοια
kindergarten,2917,νηπιαγωγείο
fades,2917,ξεθωριάζω
anders,2917,Anders
fi,2915,fi
brazilian,2914,βραζιλιανός
devastating,2913,καταστροφικά
bea,2912,εφημερίδα
interfering,2911,παρεμβαλλόμενος
dripping,2910,στάζει
ops,2909,ops
cuz,2909,κουζίνα
holden,2908,κάλυμμα
suited,2907,κατάλληλος
merciful,2907,εύσπλαχνος
hayley,2907,λιμάνι
affirmative,2907,καταφατικός
runaway,2906,δραπέτης
shoo,2905,αποδιώκω
italians,2905,Ιταλοί
wales,2905,Ουαλία
santiago,2905,Σαντιάγο
adapt,2905,προσαρμόζω
renee,2904,renee
mal,2904,βλαξ
smartest,2904,πιο έξυπνος
blacks,2904,μαύρος
struggled,2903,αγωνιζόμενος
prostitution,2902,πορνεία
payback,2902,αποπληρωμή
buenos,2901,Μπουένος
vintage,2901,σοδειά
diapers,2900,πάνες
killings,2900,δολοφονίες
courthouse,2900,δικαστήριο
tong,2898,κινέζικη μυστική εταιρία
cubs,2898,μικροκαλλιέργειας
surfing,2898,σέρφινγκ
indiana,2898,Ιντιάνα
spotlight,2897,κέντρο προσοχής
frontier,2897,σύνορο
monte,2896,Μόντε
stocks,2895,αποθέματα
patterson,2893,πτερύγιο
holiness,2893,αγιότητα
denmark,2893,Δανία
isolation,2892,απομόνωση
starters,2892,εκκινητής
resigned,2890,καρτερικός
acquainted,2890,γνωστός
meow,2889,Νιάου
appearances,2889,εμφανίσεις
loft,2888,πατάρι
snitch,2888,καταδότης
ribbon,2887,ταινία
dares,2887,τολμούν
greatness,2886,μεγαλείο
fallon,2886,εμπίπτουν στις
coolest,2885,πιο cool
decency,2884,ευπρέπεια
mayday,2883,σήμα κινδύνου
michigan,2883,Μίτσιγκαν
reactor,2882,αντιδραστήρας
buckle,2882,πόρπη
vanity,2882,ματαιοδοξία
simmons,2882,αιμορραγία
earning,2882,κέρδος
marriages,2880,γάμοι
docks,2880,αποβάθρες
lopez,2878,Λόπεζ
alleged,2878,υποτιθεμένος
asap,2878,αμέσως
preparations,2877,προετοιμασίες
bugging,2877,υποκλοπή τηλεφωνική
conquered,2877,νικηθείς
cuckoo,2876,κούκος
crib,2874,παχνί
yogurt,2874,γιαούρτι
secondly,2874,κατα δευτερον
nixon,2873,νίξον
portland,2873,Πόρτλαντ
fishy,2873,απίθανος
flick,2873,τίναγμα
scratched,2873,γδέλος
muffin,2872,τηγανίτα
hale,2872,υγιής
tailor,2872,ράφτης
chimney,2872,καμινάδα
nuns,2871,καλόγριες
ezra,2871,Εζρά
packet,2871,πακέτο
homemade,2871,σπιτικό
farming,2871,καλλιέργεια
genuinely,2870,πραγματικά
rumours,2870,φήμες
daniels,2870,Δανιήλ
blouse,2869,μπλούζα
kite,2869,χαρταετός
buses,2868,λεωφορείο
hassan,2868,Χασάν
rhyme,2868,ΟΜΟΙΟΚΑΤΑΛΗΞΙΑ
invaded,2868,εισβολός
quentin,2867,κουντίνη
equation,2866,εξίσωση
transmitter,2866,πομπός
morons,2866,ηλίθια
lime,2866,άσβεστος
rotting,2866,σάπισμα
20s,2866,20ος
remorse,2865,τύψη συνείδησης
otis,2864,OTIS
marker,2864,σημάδι
aiming,2864,στοχεύω
adds,2864,προσθέτει
chores,2863,μικροδουλειές
gem,2863,κόσμημα
blasted,2863,καταραμένος
grabs,2863,αρπάζει
courageous,2863,θαρραλέος
determination,2862,προσδιορισμός
beaver,2862,κάστορας
publishing,2862,δημοσίευση
crickets,2862,γρύλοι
well-known,2862,πολύ γνωστό
11th,2861,11ος
exercises,2860,γυμνάσια
testament,2860,διαθήκη
apocalypse,2859,αποκάλυψη
phew,2859,Φτου
dicks,2858,ψαράδες
paralyzed,2857,παράλυτος
headlines,2857,τίτλοι
stripes,2856,λωρίδες
santos,2856,Σάντος
breaths,2856,αναπνοές
abort,2855,αμβλώνω
heap,2855,σωρός
ketchup,2853,κέτσαπ
responded,2852,απάντησε
edmund,2852,Έντμουντ
gracie,2852,είδος
protects,2852,προστατεύει
tummy,2851,κοιλιά
hog,2850,γουρούνι
yakuza,2850,yakuza
weeping,2850,κλαυθμός
fragments,2849,θραύσματα
catastrophe,2849,καταστροφή
bp,2847,bp
churches,2847,εκκλησίες
pins,2847,καρφίτσες
shaving,2847,ξύρισμα
not-,2846,δεν-
legit,2845,νόμιμος
yoo,2845,νησί
targeted,2844,στοχευμένος
simpler,2844,απλούστερος
noticing,2843,παρατηρητικός
rover,2843,πλάνης
lars,2843,λαγός
moreover,2843,Εξάλλου
releasing,2842,απελευθέρωση
fascist,2841,φασίστας
greta,2841,Γκρέτα
spitting,2841,φτύσιμο
colt,2840,πουλάρι
tristan,2839,Τριστάν
hardy,2839,σκληραγωγημένος
truce,2837,εκεχειρία
plaza,2837,πλατεία
bronze,2836,μπρούντζος
guarded,2834,επιφυλακτικός
airline,2833,αερογραμμή
ramon,2833,ραμόνος
incapable,2832,ανίκανος
punches,2832,γροθιές
sanchez,2830,Σάντσεζ
hq,2830,κεντρικό κέντρο
privately,2828,ιδιαιτερώς
vatican,2828,Βατικάνο
surround,2828,περιβάλλω
barrett,2828,πραξικόπημα
edna,2827,edna
alvin,2827,αλβίνος
consolation,2827,παρηγοριά
gutter,2827,υδρορροή
lan,2826,λουρί
astonishing,2826,εκπληκτικός
broker,2826,μεσίτης
seizure,2826,Η επιλήπτική κρίση
fright,2825,τρομάρα
runnin,2825,τρέξιμο
leaning,2825,κλίση
mic,2825,μικροσκοπικός
scarlett,2824,σάρλετ
berry,2824,μούρο
paulie,2823,Παύλος
lacking,2823,ελλείπτω
verge,2823,χείλος
lucifer,2822,Εωσφόρος
contribute,2822,συμβάλλει
jewellery,2821,κοσμήματα
richards,2821,Ρίτσαρντς
erotic,2820,ερωτικός
feng,2818,φενγκ
siblings,2818,αδέλφια
est,2818,εκ των υστέρων
dre,2818,δροσίζω
cass,2817,κάμπες
disk,2817,δίσκος
op,2817,op
comics,2816,ιστορία σε εικόνες
obstacle,2815,εμπόδιο
ale,2815,ale
coral,2815,κοράλλι
hamburger,2814,χάμπουργκερ
biscuit,2814,μπισκότο
redemption,2814,εξαγορά
thug,2813,φονεύς
concussion,2812,διάσειση
martinez,2812,μαρτυρία
disgust,2809,αηδία
wright,2808,κατασκευαστής
nsa,2806,NSA
arise,2806,σηκώνομαι
celebrities,2806,διασημότητες
kev,2805,kev
dolphins,2805,δελφίνια
kidneys,2804,νεφρά
leaked,2804,διαρροή
solving,2804,επίλυση
plasma,2803,πλάσμα αίματος
singapore,2802,Σιγκαπούρη
